split_id,min_test_accuracy,max_test_accuracy
split_1_data_splits_new_01,0.7777777777777778,0.9444444444444444
split_2_data_splits_new_02,0.6842105263157895,0.8947368421052632
split_3_data_splits_new_03,0.7368421052631579,0.9473684210526315
split_4_data_splits_new_04,0.8421052631578947,0.9473684210526315
split_5_data_splits_new_05,0.7777777777777778,0.9444444444444444
