case_id,stain,slice_idx,patch_idx,patch_attn_weight,slice_attn_weight,stain_attn_weight,effective_weight,true_label,pred_label
1,h&e,0,18,0.02372141368687153,0.3381689488887787,0.8623230457305908,0.006917422272090971,1,1
1,h&e,0,12,0.023794319480657578,0.3381689488887787,0.8623230457305908,0.006938682394626552,1,1
1,h&e,3,9,0.0304807648062706,0.27746841311454773,0.8623230457305908,0.007293053561346077,1,1
1,h&e,3,62,0.03073817305266857,0.27746841311454773,0.8623230457305908,0.007354642965025554,1,1
1,h&e,0,55,0.02596381865441799,0.3381689488887787,0.8623230457305908,0.0075713319534578185,1,1
1,h&e,3,14,0.031783148646354675,0.27746841311454773,0.8623230457305908,0.007604671565800175,1,1
1,h&e,0,39,0.02685241773724556,0.3381689488887787,0.8623230457305908,0.007830457112170975,1,1
1,h&e,0,42,0.027622833847999573,0.3381689488887787,0.8623230457305908,0.008055118830635798,1,1
1,h&e,1,19,0.04755590483546257,0.19702179729938507,0.8623230457305908,0.008079578757638027,1,1
1,h&e,2,49,0.0522797554731369,0.1873408854007721,0.8623230457305908,0.008445708908904696,1,1
1,h&e,0,28,0.03123444691300392,0.3381689488887787,0.8623230457305908,0.009108304487435945,1,1
1,h&e,1,58,0.05478188768029213,0.19702179729938507,0.8623230457305908,0.00930724749190224,1,1
1,h&e,0,30,0.039655979722738266,0.3381689488887787,0.8623230457305908,0.011564115063997082,1,1
1,h&e,0,49,0.040775615721940994,0.3381689488887787,0.8623230457305908,0.011890613100739564,1,1
1,h&e,0,1,0.04257635027170181,0.3381689488887787,0.8623230457305908,0.012415726883799345,1,1
1,h&e,0,23,0.04402925819158554,0.3381689488887787,0.8623230457305908,0.01283941063793679,1,1
1,h&e,3,60,0.05440707504749298,0.27746841311454773,0.8623230457305908,0.013017839774017492,1,1
1,h&e,0,44,0.048103246837854385,0.3381689488887787,0.8623230457305908,0.014027430043944734,1,1
1,h&e,3,27,0.06002612039446831,0.27746841311454773,0.8623230457305908,0.014362294184514861,1,1
1,h&e,0,47,0.05563493072986603,0.3381689488887787,0.8623230457305908,0.01622375099634162,1,1
1,h&e,2,30,0.10296686738729477,0.1873408854007721,0.8623230457305908,0.016634128858191162,1,1
1,h&e,1,54,0.10843565315008163,0.19702179729938507,0.8623230457305908,0.0184228310405038,1,1
2,sox10,0,12,0.030722802504897118,1.0,0.21852844953536987,0.006713806396776545,0,0
2,melan,0,1,0.01740356720983982,0.6298465728759766,0.6180239319801331,0.006774517018940308,0,0
2,sox10,0,0,0.031129660084843636,1.0,0.21852844953536987,0.00680271635290397,0,0
2,melan,0,52,0.018082454800605774,0.6298465728759766,0.6180239319801331,0.007038780975986483,0,0
2,melan,0,74,0.018124360591173172,0.6298465728759766,0.6180239319801331,0.007055093234730224,0,0
2,melan,0,68,0.018256977200508118,0.6298465728759766,0.6180239319801331,0.007106715609965215,0,0
2,melan,0,5,0.019724879413843155,0.6298465728759766,0.6180239319801331,0.007678111600596143,0,0
2,melan,0,9,0.019851993769407272,0.6298465728759766,0.6180239319801331,0.007727592167122405,0,0
2,melan,0,17,0.02079249732196331,0.6298465728759766,0.6180239319801331,0.008093692820301273,0,0
2,sox10,0,1,0.03829674422740936,1.0,0.21852844953536987,0.008368928138268394,0,0
2,h&e,0,93,0.15356968343257904,0.3340423107147217,0.16344763338565826,0.008384662864206145,0,0
2,sox10,0,14,0.03977889195084572,1.0,0.21852844953536987,0.00869281958225332,0,0
2,melan,0,72,0.024271249771118164,0.6298465728759766,0.6180239319801331,0.009447832887525844,0,0
2,melan,0,51,0.024527058005332947,0.6298465728759766,0.6180239319801331,0.009547408866138626,0,0
2,sox10,0,46,0.0446382537484169,1.0,0.21852844953536987,0.009754728381607958,0,0
2,sox10,0,32,0.04573376476764679,1.0,0.21852844953536987,0.009994128706089178,0,0
2,sox10,0,17,0.049445174634456635,1.0,0.21852844953536987,0.010805177349873407,0,0
2,melan,1,22,0.05283287167549133,0.37015342712402344,0.6180239319801331,0.01208624196280047,0,0
2,melan,1,85,0.055721282958984375,0.37015342712402344,0.6180239319801331,0.012747005547161424,0,0
2,melan,0,21,0.0353107787668705,0.6298465728759766,0.6180239319801331,0.013745082765155818,0,0
2,melan,0,13,0.035700395703315735,0.6298465728759766,0.6180239319801331,0.013896745153388693,0,0
2,melan,1,19,0.06521064043045044,0.37015342712402344,0.6180239319801331,0.014917825849644645,0,0
2,sox10,0,43,0.0693170502781868,1.0,0.21852844953536987,0.01514774752365744,0,0
2,melan,1,64,0.07058112323284149,0.37015342712402344,0.6180239319801331,0.016146397239923015,0,0
2,melan,1,81,0.07728764414787292,0.37015342712402344,0.6180239319801331,0.017680605620749176,0,0
2,melan,0,50,0.04894942045211792,0.6298465728759766,0.6180239319801331,0.01905406391240579,0,0
2,melan,0,38,0.051672931760549545,0.6298465728759766,0.6180239319801331,0.02011421862021849,0,0
2,melan,0,14,0.05544659495353699,0.6298465728759766,0.6180239319801331,0.02158315571894087,0,0
